,Ratings,Title,Reviews,Likes,Dislikes,Date
1296,5,Wonderful,Installation team was very good at their work.READ MORE,0,0,17-06-2020
1297,4,Utterly Disappointed,"Quality is very bad and boards are very thin, problem when you relocate.READ MORE",0,0,17-06-2020
1298,5,Wonderful,The installation was goodREAD MORE,0,0,17-06-2020
1299,4,Terrific purchase,Great productREAD MORE,0,0,17-06-2020
1300,5,Expected a better product,Installation person very good man.but bed quality very poor every time chik chikREAD MORE,1,0,17-06-2020
1301,5,Very Good,"Good for light usage, as I believe it doesn't get well along sudden impacts.READ MORE",0,0,17-06-2020
1302,5,Nice product,Nice product in reasonable range...Thank u Flipkart...READ MORE,0,0,17-06-2020
1303,5,Not good,Don't recommend for engineering wood.READ MORE,0,0,17-05-2020
1304,5,Just okay,The quality of wood  and design wise good.READ MORE,0,0,17-05-2020
1305,3,Good quality product,Not bad not goodREAD MORE,0,0,17-05-2020
1306,5,Wonderful,Excellent product at this price worth buying. I am happy with the productREAD MORE,0,0,17-05-2020
1307,5,Nice product,So far so good. Purchased six months ago. Hopefully it's durability won't be an issue.READ MORE,0,0,17-05-2020
1308,5,Worth every penny,I've bought this before 4 months and it's worth for money. Cheap and bestREAD MORE,0,0,17-05-2020
1309,4,Horrible,Very bad quality bed I am not comfortableREAD MORE,0,1,17-05-2020
1310,5,Utterly Disappointed,"Product quality is not good. The board used are very thin, also does not seems of good quality engineered wood.There are no stands avaliable in the bed they placed it on the floor. Nothing is good.Don't go for itREAD MORE",0,0,17-05-2020
1311,3,Nice,So so. Not so good not so badREAD MORE,0,0,17-05-2020
1312,5,Pretty good,All good but the edges can be curved to prevent injuryREAD MORE,0,0,17-05-2020
1313,5,Awesome,It's a good product. Value for money. Installation person is very helpful and polite. 100/100 to the installation person.READ MORE,0,0,17-05-2020
1314,3,Decent Quality,Average quality product for this price.The finish is of some kind of paper and it comes out. Tried to remove a packing sticker from it and the brown color came out as we peel a paper and spoiled it.READ MORE,0,0,17-05-2020
1315,4,Classy product,Delivery and product is awesomeREAD MORE,0,0,17-05-2020
1316,5,Worthless,"Very poor quality, my bed is hardly used but it's getting damage from all the joint it's breaking ,just waste of money. Where is manufacturer just can't contact them, in few month its started breaking.READ MORE",0,0,17-05-2020
1317,5,Wonderful,Good productREAD MORE,0,0,17-05-2020
1318,3,Terrible product,"We are suffering with Bed bugs in home from last one week, and this started happening because of the low quality wood. I feel so sad as it is lockdown now for getting anyone to get the required procedure done for the pest control. I don't recommend this product as it is literally became a nightmare for us to come out of this for my family nowREAD MORE",1,0,17-04-2020
1319,5,Great product,excellentREAD MORE,0,0,17-04-2020
1320,5,Terrific purchase,Loved the purchase!!READ MORE,0,0,17-04-2020
1321,4,Absolute rubbish!,Such a stupid quality. product is breaking on its own..it is not managing the weight very bad quality waste of money...no response from cuatomer care since i purchased the product....in 5 days it has been broken...only 30 to 40 kgs ppl can sleep on it on above it is not managing...pls dont buy..from this conoanyREAD MORE,0,0,17-04-2020
1322,5,Perfect product!,Awesome productREAD MORE,0,0,17-04-2020
1323,3,Slightly disappointed,Fitting not properly.READ MORE,0,0,17-04-2020
1324,5,Perfect product!,Comfortable to meREAD MORE,0,0,17-04-2020
1325,4,Good choice,GoodREAD MORE,0,0,17-04-2020
1326,5,Really Nice,First impression is good feels to be strong enough.but it's moving a lil bit while you move.For the price range it's more than value for money. Installation done by really trained guy from Jeeves.Fully Satisfied.READ MORE,0,0,17-04-2020
1327,4,Worth every penny,Exactly as per picture..READ MORE,0,0,17-04-2020
1328,4,Decent product,Looking good but not standered meterialREAD MORE,0,0,17-04-2020
1329,4,Value-for-money,GoodREAD MORE,0,0,17-04-2020
1330,5,Mind-blowing purchase,very good productREAD MORE,0,0,17-04-2020
1331,3,Brilliant,Good productREAD MORE,0,0,17-04-2020
1332,3,Brilliant,Overall nice bedREAD MORE,0,0,17-04-2020
1333,4,Worth every penny,Good product. Installation done on scheduleREAD MORE,0,0,17-04-2020
1334,3,Delightful,goodREAD MORE,0,0,17-04-2020
1335,5,Best in the market!,Recently buy this one and very good product. Worth for money. Installation is done with in a dayREAD MORE,0,0,17-04-2020
1336,3,Perfect product!,Value for moneyREAD MORE,0,0,17-04-2020
1337,4,Great product,It's looks good ??READ MORE,0,0,17-04-2020
1338,5,Terrific,goodREAD MORE,0,0,17-04-2020
1339,5,Simply awesome,P. Mohan Raj m24757. They explained about product and installed perfectly. I really appreciate them.Thanks Chennai Jeeves branch and installation teamKarthik kREAD MORE,0,0,17-04-2020
1340,4,Terrific,"Values for money, good quality, thanks flipkartREAD MORE",0,0,17-04-2020
1341,5,Fabulous!,This is very good productsREAD MORE,0,0,17-04-2020
1342,3,Horrible,"NEVER BUY, AS IT IS FUNGUS ORIENTED PLYWOOD. WILL START GETTING FUNGUS AFTER A MONTH. DO NOT BUY IF YOU WANT NOT TO LOSE YOUR MONEY. THOUGH PHOTOS OF THE FUNGUS UPDATED, STILL IT IS NOT EXHIBITED. BE CAUTIOUS.READ MORE",0,0,17-04-2020
1343,5,Just wow!,Installation and demo sucessfull technician was arabindu karmakar and he is very kind and i m fully statisfied with his service and the product is so good and i like it wvry much My product case id : 1901694READ MORE,0,0,17-03-2020
1344,4,Highly recommended,Installation & Demo successful...technician boy arabindu karmakar delhi branch....m fully satisfied nd giving him 5 rating....Product quality is good....My product case id-1901786READ MORE,0,0,17-03-2020
1345,5,Delightful,No qualityREAD MORE,0,0,17-03-2020
1346,4,Terrific,From delivery to installation everything was on time and executives were professional.Overall a happy experienceREAD MORE,0,0,17-03-2020
1347,4,Mind-blowing purchase,It's a awesome product.READ MORE,0,0,17-03-2020
1348,5,Useless product,"Very worst product, don't buy anything from Flipkart perfect homesREAD MORE",1,0,17-03-2020
1349,4,Good quality product,SatisfiedREAD MORE,0,0,17-03-2020
1350,4,Mind-blowing purchase,Very nice product. Delivery & Installation is on time.READ MORE,1,0,17-03-2020
1351,3,Very Good,"Overall this bed is very good ,only one demirit is that it is little smaller than average bee sizeREAD MORE",0,0,17-03-2020
1352,5,Fair,Not as per the expectation. Unsafe due to Sharp edges.READ MORE,0,0,17-03-2020
1353,3,Just wow!,awesome product ..... installation done in the very second day.READ MORE,0,0,17-03-2020
1354,3,Awesome,"Affordable price and quality products, it's been three months no issues at all. Recommended to everyone, installation was so smooth. Delivery and installation executive were very polite and responsive, happy with productREAD MORE",0,0,17-03-2020
1355,5,Unsatisfactory,"One of the worst quality bed I have ever seen, parts will break into pieces even if u touch it. Reviewing this after 3 months of usage.. absolutely waste of moneyREAD MORE",1,0,17-03-2020
1356,5,Must buy!,Good.READ MORE,0,0,17-03-2020
1357,5,Could be way better,"Wood quality is not good,  makes some noiseREAD MORE",0,0,17-03-2020
1358,5,Best in the market!,Wonderful design and good installationREAD MORE,0,0,17-03-2020
1359,5,Delightful,OK materialREAD MORE,0,0,17-03-2020
1360,5,Very Good,One of the plank is damaged at the corner making it unable to sit on the top of storage dividers. Chipping corner wood.READ MORE,0,0,17-03-2020
1361,5,Very Good,Very good productREAD MORE,0,0,17-03-2020
1362,5,Highly recommended,osm..??????READ MORE,0,0,17-03-2020
1363,4,Utterly Disappointed,not goodREAD MORE,0,0,17-03-2020
1364,3,Delightful,Very good productREAD MORE,0,0,17-03-2020
1365,4,Not recommended at all,BlessREAD MORE,0,0,17-03-2020
1366,4,Unsatisfactory,Very bad productREAD MORE,0,0,17-03-2020
1367,5,Value-for-money,Overall its a good productREAD MORE,0,0,17-03-2020
1368,5,Value-for-money,products is good in budget.but only thing is this is press wood..so I'm worry about this.storage is space is good.thnaks flipkart for shipping and installation on time.READ MORE,0,0,17-03-2020
1369,3,Pretty good,Not bad .. ok productREAD MORE,0,0,17-03-2020
1370,5,Just wow!,Ok productREAD MORE,0,0,17-03-2020
1371,5,Super!,good product.installation was awesome in Trivandrum by technician Sujith EmpId IPJCTV0001READ MORE,0,0,17-03-2020
1372,5,Nice product,good products but bed hight not safisiantREAD MORE,0,0,17-03-2020
1373,5,Highly recommended,"Mr suraj kumar, technition is very up to mark well behaved and punctual  ,work is very perfect.His I'd is ipsjcpa10412 my case I'd is 1817166.READ MORE",0,0,17-03-2020
1374,4,Fabulous!,outstanding installationREAD MORE,0,0,17-03-2020
1375,3,Best in the market!,product is good and installed by suraj kumar employ I'd ipsjcpa10412@Case I'd 1811544 .installation and demo is good with well behaviour.READ MORE,0,0,17-03-2020
1376,5,Terrific purchase,It was a steal at Rs 7600. Great purchase and value for money.READ MORE,0,0,17-03-2020
1377,5,Great product,Happy with the Installation & demo. Technician boy Arabindu Karmakar Delhi Branch was friendly and did a good job.case id- 1803965READ MORE,0,0,17-03-2020
1378,5,Nice product,Emp id- IPSJCPA10412Name- Suraj. Was great at installing the product. Very professional and skilled up to the par. Looking forward to more flipkart home experience.CASE ID- 1803584Thanks jeeps.READ MORE,0,0,17-03-2020
1379,5,Useless product,Hi! I am fed up with the quality of this bed and breaks from every corner whereever u apply a little prrssureREAD MORE,0,0,17-03-2020
1380,5,Fair,Not that strong. Kind of ok for temporary use.READ MORE,0,0,17-03-2020
1381,5,Best in the market!,The bed is good. Lot of storage and utility spaces.READ MORE,0,0,17-03-2020
1382,4,Worth the money,NiceREAD MORE,0,0,17-03-2020
1383,5,Best in the market!,Fabulous.READ MORE,0,0,17-02-2020
1384,5,Very Good,GoodREAD MORE,0,0,17-02-2020
1385,5,Perfect product!,The best qualityREAD MORE,0,0,17-02-2020
1386,5,Excellent,GoodREAD MORE,0,0,17-02-2020
1387,5,Brilliant,Installation and demo successful! Technician Arabindu Karmakar Delhi branch was great with the installation. Case ID was 1759090READ MORE,0,0,17-02-2020
1388,4,Great product,GreatREAD MORE,0,0,17-02-2020
1389,5,Highly recommended,Product is good and they provide free installation within 24hrs of purchase.Arputharaj ipjcch0053READ MORE,0,0,17-02-2020
1390,5,Just wow!,"It's a good product,value for money,technician wasim is good and very fast installation.READ MORE",0,0,17-02-2020
1391,5,Terrific purchase,goodREAD MORE,0,0,17-02-2020
1392,5,Brilliant,Installation goodREAD MORE,0,0,17-02-2020
1393,5,Fabulous!,Nice Bed....READ MORE,0,0,17-02-2020
1394,5,Excellent,Nice product.....worth of every pennyREAD MORE,0,0,17-02-2020
1395,5,Terrific purchase,"The technician (Satyendra kumar sharma - IPSJCPA4454) was very professional and helpful. He shared the do's and dont's and completed the installation Service on time.The product looks fine so far as the looks goes. Yet to use it, so will see how it is as per quality and durability. Happy with the overall service from the Flipkart and the installation technician.READ MORE",0,0,17-02-2020
1396,5,Just okay,Internal size for matress is quit unusual. Size is 69 inch x 61 inch. Whereas matress size u can't get by 61 inch width. So there is a gap between mattress end and bed edge.It was fitted on my 2nd floor. Neither Deliveryman picked it up upto 2 nd floor nor fitter and I have to pay another rupees for ficking up upto 2nd floor.READ MORE,0,0,17-02-2020
1397,5,Super!,Nice product. Excellent delivery and installation service.READ MORE,0,0,17-02-2020
1398,4,Good quality product,"Nice product, the installation was done very fastREAD MORE",0,0,17-02-2020
1399,4,Perfect product!,Lalit kumar sharma case id 1733590. He is a good technician with good behaviour.READ MORE,0,0,17-02-2020
1400,3,Wonderful,ExcellentREAD MORE,0,0,17-02-2020
1401,5,Perfect product!,Good qualityREAD MORE,0,0,17-02-2020
1402,5,Wonderful,Bharath a p Emp m20211 Mr bharath came on time and do the excellent service thanks jeeves and flipkartREAD MORE,0,0,17-02-2020
1403,5,Value-for-money,Best one for the cost.. installation was good. Edges are sharp. Beware of it..READ MORE,0,0,17-02-2020
1404,5,Great product,Best qualityREAD MORE,0,0,17-02-2020
1405,3,Decent product,Durability issue...very thin materialREAD MORE,0,0,17-02-2020
1406,4,Decent product,"So far so good since one month,No issuesREAD MORE",0,0,17-02-2020
1407,5,Fabulous!,very niceREAD MORE,0,0,17-02-2020
1408,4,Brilliant,Very good product...got it during a sale and the price was definitely very competitive...the quality is very good...the installation also was done duly and promptly... so far so good... the ??READ MORE,0,0,17-02-2020
